Transaction ID,Date,Product Category,Quantity,Price per Unit,Total Amount,Customer ID,Gender,Age,City,Province,Country,Season,is_discount,Customer Type,Total Spend,Product ID
226,2023-03-26,Clothing,4,30,120,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,True,Returning,5180,7
227,2023-03-26,Electronics,2,50,100,CUST046,Female,20,Calgary,Alberta,Canada,Spring,False,Returning,4380,13
228,2023-03-26,Clothing,4,300,1200,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,True,Returning,9630,9
229,2023-03-27,Beauty,1,500,500,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,True,Returning,7205,5
230,2023-03-27,Clothing,3,30,90,CUST039,Male,23,Kitchener,Ontario,Canada,Spring,False,Returning,7785,7
231,2023-03-28,Clothing,2,50,100,CUST039,Male,23,Kitchener,Ontario,Canada,Spring,False,Returning,7785,8
232,2023-03-29,Clothing,1,500,500,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,10
233,2023-03-30,Clothing,4,50,200,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,False,Returning,12185,8
234,2023-03-31,Clothing,4,300,1200,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,False,Returning,6090,9
235,2023-04-01,Beauty,4,500,2000,CUST014,Male,64,Moose Jaw,Saskatchewan,Canada,Spring,False,Returning,6460,5
236,2023-04-01,Beauty,4,300,1200,CUST015,Female,42,Thompson,Manitoba,Canada,Spring,True,Returning,8790,4
237,2023-04-01,Electronics,4,300,1200,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,True,Returning,7135,14
238,2023-04-02,Electronics,3,50,150,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,7650,13
239,2023-04-02,Electronics,3,50,150,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,True,Returning,7135,13
240,2023-04-02,Clothing,4,500,2000,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,True,Returning,16090,10
241,2023-04-02,Beauty,1,300,300,CUST009,Male,63,Burnaby,British Columbia,Canada,Spring,False,Returning,5060,4
242,2023-04-04,Clothing,3,500,1500,CUST047,Female,40,Toronto,Ontario,Canada,Spring,False,Returning,14500,10
243,2023-04-04,Beauty,2,30,60,CUST014,Male,64,Moose Jaw,Saskatchewan,Canada,Spring,False,Returning,6460,2
244,2023-04-04,Clothing,2,30,60,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,False,Returning,10365,7
245,2023-04-05,Electronics,3,300,900,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,14
246,2023-04-05,Clothing,4,300,1200,CUST026,Female,28,Saint John,New Brunswick,Canada,Spring,False,Returning,10485,9
247,2023-04-06,Electronics,4,300,1200,CUST044,Female,22,Gatineau,Quebec,Canada,Spring,True,Returning,8150,14
248,2023-04-08,Clothing,1,30,30,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,7
249,2023-04-08,Clothing,2,500,1000,CUST040,Male,45,Quebec City,Quebec,Canada,Spring,True,Returning,6800,10
250,2023-04-08,Clothing,4,25,100,CUST021,Female,50,Burnaby,British Columbia,Canada,Spring,True,Returning,8475,6
251,2023-04-08,Clothing,4,30,120,CUST015,Female,42,Thompson,Manitoba,Canada,Spring,False,Returning,8790,7
252,2023-04-08,Electronics,4,300,1200,CUST045,Female,55,Montreal,Quebec,Canada,Spring,True,Returning,10525,14
253,2023-04-09,Beauty,4,50,200,CUST022,Male,18,Gatineau,Quebec,Canada,Spring,True,Returning,11785,3
254,2023-04-09,Electronics,3,300,900,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,14
255,2023-04-09,Clothing,2,30,60,CUST027,Female,38,Kitchener,Ontario,Canada,Spring,True,Returning,4250,7
256,2023-04-09,Electronics,1,50,50,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,13
257,2023-04-09,Clothing,2,500,1000,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,False,Returning,10365,10
258,2023-04-09,Electronics,1,25,25,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,False,Returning,11590,11
259,2023-04-10,Clothing,1,30,30,CUST016,Male,19,Kitchener,Ontario,Canada,Spring,True,Returning,6045,7
260,2023-04-10,Electronics,1,30,30,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Spring,True,Returning,5225,12
261,2023-04-11,Clothing,2,25,50,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,True,Returning,8665,6
262,2023-04-12,Clothing,2,25,50,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,False,Returning,11590,6
263,2023-04-12,Beauty,2,500,1000,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,21825,5
264,2023-04-12,Electronics,4,30,120,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,12
265,2023-04-12,Clothing,4,30,120,CUST022,Male,18,Gatineau,Quebec,Canada,Spring,True,Returning,11785,7
266,2023-04-12,Beauty,1,300,300,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,9205,4
267,2023-04-13,Electronics,4,50,200,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,True,Returning,7135,13
268,2023-04-13,Beauty,2,50,100,CUST015,Female,42,Thompson,Manitoba,Canada,Spring,True,Returning,8790,3
269,2023-04-13,Clothing,2,30,60,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,True,Returning,11190,7
270,2023-04-15,Beauty,4,50,200,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,3
271,2023-04-15,Beauty,1,500,500,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,False,Returning,11190,5
272,2023-04-16,Clothing,1,300,300,CUST022,Male,18,Gatineau,Quebec,Canada,Spring,True,Returning,11785,9
273,2023-04-17,Beauty,1,25,25,CUST009,Male,63,Burnaby,British Columbia,Canada,Spring,True,Returning,5060,1
274,2023-04-18,Beauty,2,25,50,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,False,Returning,9630,1
275,2023-04-18,Beauty,1,300,300,CUST027,Female,38,Kitchener,Ontario,Canada,Spring,True,Returning,4250,4
276,2023-04-18,Electronics,2,25,50,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Spring,True,Returning,9680,11
277,2023-04-18,Beauty,4,25,100,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,True,Returning,7205,1
278,2023-04-19,Clothing,1,50,50,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,11275,8
279,2023-04-19,Clothing,3,300,900,CUST009,Male,63,Burnaby,British Columbia,Canada,Spring,False,Returning,5060,9
280,2023-04-19,Electronics,3,500,1500,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,21825,15
281,2023-04-19,Beauty,2,25,50,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,True,Returning,16090,1
282,2023-04-19,Beauty,3,25,75,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Spring,False,Returning,16805,1
283,2023-04-19,Clothing,3,50,150,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,True,Returning,8665,8
284,2023-04-20,Electronics,2,25,50,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,11
285,2023-04-20,Clothing,4,500,2000,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,False,Returning,7205,10
286,2023-04-20,Clothing,1,50,50,CUST001,Male,34,Kitchener,Ontario,Canada,Spring,True,Returning,14430,8
287,2023-04-20,Beauty,4,300,1200,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,True,Returning,16090,4
288,2023-04-20,Beauty,3,25,75,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,False,Returning,10365,1
289,2023-04-21,Clothing,4,30,120,CUST015,Female,42,Thompson,Manitoba,Canada,Spring,True,Returning,8790,7
290,2023-04-21,Electronics,1,50,50,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,False,Returning,20180,13
291,2023-04-22,Clothing,2,25,50,CUST034,Female,51,Regina,Saskatchewan,Canada,Spring,True,Returning,6665,6
292,2023-04-22,Clothing,4,25,100,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,False,Returning,11590,6
293,2023-04-22,Clothing,3,25,75,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,6
294,2023-04-23,Beauty,2,300,600,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,4
295,2023-04-23,Beauty,2,50,100,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Spring,True,Returning,16805,3
296,2023-04-23,Beauty,1,25,25,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,False,Returning,6090,1
297,2023-04-23,Beauty,1,500,500,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,5
298,2023-04-23,Clothing,3,30,90,CUST014,Male,64,Moose Jaw,Saskatchewan,Canada,Spring,True,Returning,6460,7
299,2023-04-23,Beauty,3,500,1500,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,False,Returning,11590,5
300,2023-04-23,Clothing,3,30,90,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,True,Returning,6090,7
301,2023-04-24,Clothing,4,30,120,CUST039,Male,23,Kitchener,Ontario,Canada,Spring,False,Returning,7785,7
302,2023-04-24,Electronics,2,25,50,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,11
303,2023-04-25,Clothing,2,50,100,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,True,Returning,6090,8
304,2023-04-25,Clothing,1,30,30,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,True,Returning,6685,7
305,2023-04-25,Beauty,1,30,30,CUST042,Male,22,Surrey,British Columbia,Canada,Spring,False,Returning,4220,2
306,2023-04-26,Clothing,4,30,120,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,True,Returning,20180,7
307,2023-04-26,Beauty,3,30,90,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,5375,2
308,2023-04-26,Electronics,2,30,60,CUST013,Male,22,Montreal,Quebec,Canada,Spring,True,Returning,5740,12
309,2023-04-27,Beauty,4,50,200,CUST031,Male,44,Burnaby,British Columbia,Canada,Spring,False,Returning,6385,3
310,2023-04-27,Electronics,1,30,30,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,12
311,2023-04-27,Clothing,4,300,1200,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,9
312,2023-04-28,Beauty,2,25,50,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,11275,1
313,2023-04-28,Electronics,2,30,60,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,False,Returning,12185,12
314,2023-04-28,Clothing,1,25,25,CUST021,Female,50,Burnaby,British Columbia,Canada,Spring,True,Returning,8475,6
315,2023-04-29,Clothing,3,300,900,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,9
316,2023-04-29,Beauty,2,500,1000,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,False,Returning,12185,5
317,2023-04-29,Clothing,2,30,60,CUST042,Male,22,Surrey,British Columbia,Canada,Spring,False,Returning,4220,7
318,2023-04-30,Beauty,3,25,75,CUST044,Female,22,Gatineau,Quebec,Canada,Spring,False,Returning,8150,1
319,2023-04-30,Clothing,1,30,30,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,7
320,2023-04-30,Electronics,2,25,50,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,False,Returning,5180,11
321,2023-05-01,Beauty,2,50,100,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,True,Returning,16090,3
322,2023-05-01,Clothing,1,500,500,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,10
323,2023-05-01,Clothing,1,25,25,CUST039,Male,23,Kitchener,Ontario,Canada,Spring,False,Returning,7785,6
324,2023-05-02,Electronics,3,30,90,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,9205,12
325,2023-05-02,Clothing,1,25,25,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,True,Returning,8665,6
326,2023-05-02,Beauty,1,50,50,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Spring,True,Returning,5225,3
327,2023-05-03,Clothing,3,30,90,CUST013,Male,22,Montreal,Quebec,Canada,Spring,True,Returning,5740,7
328,2023-05-03,Clothing,3,25,75,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,False,Returning,20180,6
329,2023-05-03,Electronics,3,25,75,CUST009,Male,63,Burnaby,British Columbia,Canada,Spring,False,Returning,5060,11
330,2023-05-03,Beauty,1,30,30,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,2
331,2023-05-03,Beauty,1,30,30,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,True,Returning,20180,2
332,2023-05-04,Beauty,3,30,90,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Spring,False,Returning,5225,2
333,2023-05-04,Clothing,2,25,50,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,False,Returning,6090,6
334,2023-05-04,Beauty,2,500,1000,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,5
335,2023-05-05,Clothing,4,30,120,CUST008,Male,30,Halifax,Nova Scotia,Canada,Spring,False,Returning,8190,7
336,2023-05-05,Electronics,1,50,50,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,True,Returning,16090,13
337,2023-05-05,Electronics,2,500,1000,CUST008,Male,30,Halifax,Nova Scotia,Canada,Spring,True,Returning,8190,15
338,2023-05-05,Electronics,1,300,300,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,True,Returning,9630,14
339,2023-05-05,Electronics,1,50,50,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Spring,True,Returning,9680,13
340,2023-05-06,Beauty,2,50,100,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,3
341,2023-05-06,Electronics,4,50,200,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,13
342,2023-05-06,Electronics,2,30,60,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,True,Returning,6090,12
343,2023-05-06,Electronics,2,300,600,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,False,Returning,9630,14
344,2023-05-06,Electronics,1,30,30,CUST042,Male,22,Surrey,British Columbia,Canada,Spring,True,Returning,4220,12
345,2023-05-07,Beauty,1,50,50,CUST026,Female,28,Saint John,New Brunswick,Canada,Spring,False,Returning,10485,3
346,2023-05-07,Beauty,2,300,600,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,4
347,2023-05-07,Clothing,4,50,200,CUST047,Female,40,Toronto,Ontario,Canada,Spring,True,Returning,14500,8
348,2023-05-07,Electronics,4,30,120,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,True,Returning,7135,12
349,2023-05-07,Electronics,1,25,25,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,True,Returning,12185,11
350,2023-05-08,Beauty,3,25,75,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,False,Returning,5180,1
351,2023-05-08,Electronics,1,500,500,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,11275,15
352,2023-05-08,Beauty,1,50,50,CUST031,Male,44,Burnaby,British Columbia,Canada,Spring,True,Returning,6385,3
353,2023-05-08,Electronics,3,25,75,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Spring,False,Returning,5225,11
354,2023-05-08,Clothing,3,500,1500,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,False,Returning,7205,10
355,2023-05-08,Electronics,4,500,2000,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,15
356,2023-05-09,Electronics,1,500,500,CUST019,Female,62,Toronto,Ontario,Canada,Spring,True,Returning,7810,15
357,2023-05-09,Beauty,4,25,100,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,False,Returning,5180,1
358,2023-05-09,Clothing,2,30,60,CUST020,Male,22,Laval,Quebec,Canada,Spring,True,Returning,7680,7
359,2023-05-10,Clothing,4,50,200,CUST044,Female,22,Gatineau,Quebec,Canada,Spring,False,Returning,8150,8
360,2023-05-10,Clothing,4,500,2000,CUST015,Female,42,Thompson,Manitoba,Canada,Spring,False,Returning,8790,10
361,2023-05-11,Clothing,1,30,30,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,False,Returning,7135,7
362,2023-05-12,Clothing,4,25,100,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,True,Returning,7205,6
363,2023-05-13,Beauty,4,50,200,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,7650,3
364,2023-05-13,Electronics,2,300,600,CUST026,Female,28,Saint John,New Brunswick,Canada,Spring,False,Returning,10485,14
365,2023-05-14,Electronics,2,30,60,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,False,Returning,6685,12
366,2023-05-14,Clothing,1,500,500,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,True,Returning,6685,10
367,2023-05-14,Electronics,1,500,500,CUST026,Female,28,Saint John,New Brunswick,Canada,Spring,False,Returning,10485,15
368,2023-05-15,Electronics,2,30,60,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,False,Returning,11190,12
369,2023-05-15,Electronics,4,30,120,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,12
370,2023-05-15,Beauty,3,500,1500,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,True,Returning,12185,5
371,2023-05-16,Clothing,2,300,600,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,True,Returning,12185,9
372,2023-05-16,Beauty,1,30,30,CUST045,Female,55,Montreal,Quebec,Canada,Spring,False,Returning,10525,2
373,2023-05-16,Beauty,1,300,300,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,True,Returning,6685,4
374,2023-05-16,Electronics,3,300,900,CUST004,Male,37,Moose Jaw,Saskatchewan,Canada,Spring,False,Returning,11980,14
375,2023-05-16,Beauty,1,30,30,CUST026,Female,28,Saint John,New Brunswick,Canada,Spring,False,Returning,10485,2
376,2023-05-16,Clothing,1,50,50,CUST014,Male,64,Moose Jaw,Saskatchewan,Canada,Spring,True,Returning,6460,8
377,2023-05-16,Electronics,4,500,2000,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,11275,15
378,2023-05-16,Electronics,4,500,2000,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Spring,False,Returning,5225,15
379,2023-05-16,Clothing,2,500,1000,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Spring,True,Returning,7675,10
380,2023-05-16,Beauty,3,50,150,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,True,Returning,6685,3
381,2023-05-16,Electronics,4,50,200,CUST045,Female,55,Montreal,Quebec,Canada,Spring,True,Returning,10525,13
382,2023-05-17,Electronics,4,500,2000,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Spring,True,Returning,7675,15
383,2023-05-17,Electronics,1,50,50,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,7650,13
384,2023-05-17,Clothing,2,500,1000,CUST035,Female,58,Victoria,British Columbia,Canada,Spring,False,Returning,16090,10
385,2023-05-18,Electronics,1,500,500,CUST043,Female,48,Mount Pearl,Newfoundland and Labrador,Canada,Spring,True,Returning,4310,15
386,2023-05-18,Clothing,1,50,50,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Spring,False,Returning,16805,8
387,2023-05-19,Beauty,2,25,50,CUST027,Female,38,Kitchener,Ontario,Canada,Spring,True,Returning,4250,1
388,2023-05-19,Beauty,2,500,1000,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,True,Returning,11190,5
389,2023-05-19,Electronics,1,300,300,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Spring,True,Returning,16805,14
390,2023-05-20,Electronics,2,25,50,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,False,Returning,13210,11
391,2023-05-20,Clothing,3,25,75,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,6
392,2023-05-20,Clothing,2,300,600,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,False,Returning,7135,9
393,2023-05-21,Electronics,3,300,900,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,False,Returning,5180,14
394,2023-05-21,Clothing,3,500,1500,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,21825,10
395,2023-05-21,Clothing,1,500,500,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,False,Returning,20180,10
396,2023-05-22,Beauty,3,500,1500,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,True,Returning,11590,5
397,2023-05-22,Clothing,4,30,120,CUST021,Female,50,Burnaby,British Columbia,Canada,Spring,False,Returning,8475,7
398,2023-05-22,Clothing,3,30,90,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,False,Returning,11190,7
399,2023-05-22,Clothing,4,25,100,CUST017,Female,27,Laval,Quebec,Canada,Spring,False,Returning,9755,6
400,2023-05-23,Electronics,4,500,2000,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,True,Returning,12185,15
401,2023-05-23,Electronics,3,300,900,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,9205,14
402,2023-05-23,Beauty,3,50,150,CUST036,Male,52,Victoria,British Columbia,Canada,Spring,False,Returning,7135,3
403,2023-05-23,Beauty,4,500,2000,CUST022,Male,18,Gatineau,Quebec,Canada,Spring,False,Returning,11785,5
404,2023-05-23,Electronics,4,300,1200,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,True,Returning,10365,14
405,2023-05-23,Electronics,1,30,30,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,7650,12
406,2023-05-23,Clothing,4,300,1200,CUST047,Female,40,Toronto,Ontario,Canada,Spring,False,Returning,14500,9
407,2023-05-23,Beauty,3,25,75,CUST027,Female,38,Kitchener,Ontario,Canada,Spring,True,Returning,4250,1
408,2023-05-23,Electronics,3,300,900,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,14
409,2023-05-24,Clothing,2,25,50,CUST007,Male,46,Saint John,New Brunswick,Canada,Spring,True,Returning,4910,6
410,2023-05-25,Beauty,2,500,1000,CUST022,Male,18,Gatineau,Quebec,Canada,Spring,False,Returning,11785,5
411,2023-05-25,Electronics,2,500,1000,CUST034,Female,51,Regina,Saskatchewan,Canada,Spring,False,Returning,6665,15
412,2023-05-25,Clothing,2,300,600,CUST004,Male,37,Moose Jaw,Saskatchewan,Canada,Spring,False,Returning,11980,9
413,2023-05-26,Beauty,3,300,900,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,True,Returning,6090,4
414,2023-05-26,Clothing,2,500,1000,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,21825,10
415,2023-05-26,Clothing,4,30,120,CUST013,Male,22,Montreal,Quebec,Canada,Spring,True,Returning,5740,7
416,2023-05-27,Clothing,4,500,2000,CUST007,Male,46,Saint John,New Brunswick,Canada,Spring,False,Returning,4910,10
417,2023-05-27,Clothing,3,50,150,CUST046,Female,20,Calgary,Alberta,Canada,Spring,False,Returning,4380,8
418,2023-05-27,Electronics,2,25,50,CUST001,Male,34,Kitchener,Ontario,Canada,Spring,True,Returning,14430,11
419,2023-05-28,Clothing,3,25,75,CUST001,Male,34,Kitchener,Ontario,Canada,Spring,True,Returning,14430,6
420,2023-05-29,Beauty,4,300,1200,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,21825,4
421,2023-05-30,Electronics,2,25,50,CUST012,Male,35,Regina,Saskatchewan,Canada,Spring,True,Returning,6685,11
422,2023-05-30,Beauty,3,30,90,CUST020,Male,22,Laval,Quebec,Canada,Spring,True,Returning,7680,2
423,2023-05-31,Clothing,4,50,200,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,21825,8
424,2023-05-31,Clothing,3,300,900,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,True,Returning,9630,9
425,2023-05-31,Electronics,4,300,1200,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Spring,False,Returning,9680,14
426,2023-06-01,Clothing,2,25,50,CUST042,Male,22,Surrey,British Columbia,Canada,Spring,False,Returning,4220,6
427,2023-06-01,Beauty,1,50,50,CUST030,Female,39,Lethbridge,Alberta,Canada,Spring,False,Returning,12185,3
428,2023-06-01,Clothing,2,30,60,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,21825,7
429,2023-06-02,Electronics,2,25,50,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,False,Returning,7205,11
430,2023-06-02,Clothing,2,25,50,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,9205,6
431,2023-06-02,Electronics,2,25,50,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,11
432,2023-06-03,Beauty,1,25,25,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,True,Returning,11190,1
433,2023-06-03,Beauty,1,500,500,CUST010,Female,52,Sydney,Nova Scotia,Canada,Spring,True,Returning,7205,5
434,2023-06-03,Clothing,1,500,500,CUST021,Female,50,Burnaby,British Columbia,Canada,Spring,False,Returning,8475,10
435,2023-06-04,Beauty,1,30,30,CUST046,Female,20,Calgary,Alberta,Canada,Spring,True,Returning,4380,2
436,2023-06-04,Electronics,1,50,50,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,9205,13
437,2023-06-04,Clothing,3,300,900,CUST004,Male,37,Moose Jaw,Saskatchewan,Canada,Spring,False,Returning,11980,9
438,2023-06-04,Clothing,1,50,50,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,True,Returning,10365,8
439,2023-06-05,Clothing,2,25,50,CUST014,Male,64,Moose Jaw,Saskatchewan,Canada,Spring,True,Returning,6460,6
440,2023-06-05,Electronics,1,50,50,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,13
441,2023-06-06,Beauty,4,50,200,CUST013,Male,22,Montreal,Quebec,Canada,Spring,True,Returning,5740,3
442,2023-06-06,Electronics,1,500,500,CUST004,Male,37,Moose Jaw,Saskatchewan,Canada,Spring,True,Returning,11980,15
443,2023-06-06,Electronics,4,300,1200,CUST032,Male,30,Moncton,New Brunswick,Canada,Spring,False,Returning,11190,14
444,2023-06-06,Electronics,2,25,50,CUST044,Female,22,Gatineau,Quebec,Canada,Spring,True,Returning,8150,11
445,2023-06-07,Electronics,1,50,50,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,True,Returning,11590,13
446,2023-06-07,Clothing,2,50,100,CUST024,Female,49,Quebec City,Quebec,Canada,Spring,True,Returning,5180,8
447,2023-06-08,Beauty,1,500,500,CUST017,Female,27,Laval,Quebec,Canada,Spring,True,Returning,9755,5
448,2023-06-08,Beauty,4,300,1200,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Spring,True,Returning,10365,4
449,2023-06-09,Electronics,4,30,120,CUST043,Female,48,Mount Pearl,Newfoundland and Labrador,Canada,Spring,False,Returning,4310,12
